"Date","Open","High","Low","Close"
"16 Oct 2017","10207.40","10242.95","10175.10","10230.85"
"13 Oct 2017","10123.70","10191.90","10120.10","10167.45"
"12 Oct 2017","10011.20","10104.45","9977.10","10096.40"
"11 Oct 2017","10042.60","10067.25","9955.80","9984.80"
"10 Oct 2017","10013.70","10034.00","10002.30","10016.95"
"09 Oct 2017","9988.20","10015.75","9959.45","9988.75"
"06 Oct 2017","9908.15","9989.35","9906.60","9979.70"
"05 Oct 2017","9927.00","9945.95","9881.85","9888.70"
"04 Oct 2017","9884.35","9938.30","9850.65","9914.90"
"03 Oct 2017","9893.30","9895.40","9831.05","9859.50"
"29 Sep 2017","9814.30","9854.00","9775.35","9788.60"
"28 Sep 2017","9736.40","9789.20","9687.55","9768.95"
"27 Sep 2017","9920.60","9921.05","9714.40","9735.75"
"26 Sep 2017","9875.25","9891.35","9813.00","9871.50"
"25 Sep 2017","9960.10","9960.50","9816.05","9872.60"
"22 Sep 2017","10094.35","10095.05","9952.80","9964.40"
"21 Sep 2017","10139.60","10158.90","10058.60","10121.90"
"20 Sep 2017","10160.95","10171.05","10134.20","10141.15"
"19 Sep 2017","10175.60","10178.95","10129.95","10147.55"
"18 Sep 2017","10133.10","10171.70","10131.30","10153.10"
"15 Sep 2017","10062.35","10115.15","10043.65","10085.40"
"14 Sep 2017","10107.40","10126.50","10070.35","10086.60"
"13 Sep 2017","10099.25","10131.95","10063.15","10079.30"
"12 Sep 2017","10056.85","10097.55","10028.05","10093.05"
"11 Sep 2017","9971.75","10028.65","9968.80","10006.05"
"08 Sep 2017","9958.65","9963.60","9913.30","9934.80"
"07 Sep 2017","9945.85","9964.85","9917.20","9929.90"
"06 Sep 2017","9899.25","9931.55","9882.55","9916.20"
"05 Sep 2017","9933.25","9963.10","9901.05","9952.20"
"04 Sep 2017","9984.15","9988.40","9861.00","9912.85"
"01 Sep 2017","9937.65","9983.45","9909.85","9974.40"
"31 Aug 2017","9905.70","9925.10","9856.95","9917.90"
"30 Aug 2017","9859.50","9909.45","9850.80","9884.40"
"29 Aug 2017","9886.40","9887.35","9783.75","9796.05"
"28 Aug 2017","9907.15","9925.75","9882.00","9912.80"
"24 Aug 2017","9881.20","9881.50","9848.85","9857.05"
"23 Aug 2017","9803.05","9857.90","9786.75","9852.50"
"22 Aug 2017","9815.75","9828.45","9752.60","9765.55"
"21 Aug 2017","9864.25","9884.35","9740.10","9754.35"
"18 Aug 2017","9865.95","9865.95","9783.65","9837.40"
"17 Aug 2017","9945.55","9947.80","9883.75","9904.15"
"16 Aug 2017","9825.85","9903.95","9773.85","9897.30"
"14 Aug 2017","9755.75","9818.30","9752.10","9794.15"
"11 Aug 2017","9712.15","9771.65","9685.55","9710.80"
"10 Aug 2017","9872.85","9892.65","9776.20","9820.25"
"09 Aug 2017","9961.15","9969.80","9893.05","9908.05"
"08 Aug 2017","10068.35","10083.80","9947.00","9978.55"
"07 Aug 2017","10074.80","10088.10","10046.35","10057.40"
"04 Aug 2017","10008.60","10075.25","9988.35","10066.40"
"03 Aug 2017","10081.15","10081.15","9998.25","10013.65"
"02 Aug 2017","10136.30","10137.85","10054.20","10081.50"
"01 Aug 2017","10101.05","10128.60","10065.75","10114.65"
"31 Jul 2017","10034.70","10085.90","10016.95","10077.10"
"28 Jul 2017","9996.55","10026.05","9944.50","10014.50"
"27 Jul 2017","10063.25","10114.85","10005.50","10020.55"
"26 Jul 2017","9983.65","10025.95","9965.95","10020.65"
"25 Jul 2017","10010.55","10011.30","9949.10","9964.55"
"24 Jul 2017","9936.80","9982.05","9919.60","9966.40"
"21 Jul 2017","9899.60","9924.70","9838.00","9915.25"
"20 Jul 2017","9920.20","9922.55","9863.45","9873.30"
"19 Jul 2017","9855.95","9905.05","9851.65","9899.60"
"18 Jul 2017","9832.70","9885.35","9792.05","9827.15"
"17 Jul 2017","9908.15","9928.20","9894.70","9915.95"
"14 Jul 2017","9913.30","9913.30","9845.45","9886.35"
"13 Jul 2017","9855.80","9897.25","9853.45","9891.70"
"12 Jul 2017","9807.30","9824.95","9787.70","9816.10"
"11 Jul 2017","9797.45","9830.05","9778.85","9786.05"
"10 Jul 2017","9719.30","9782.15","9646.45","9771.05"
"07 Jul 2017","9670.35","9684.25","9642.65","9665.80"
"06 Jul 2017","9653.60","9700.70","9639.95","9674.55"
"05 Jul 2017","9619.75","9643.65","9607.35","9637.60"
"04 Jul 2017","9645.90","9650.65","9595.50","9613.30"
"03 Jul 2017","9587.95","9624.00","9543.55","9615.00"
"30 Jun 2017","9478.50","9535.80","9448.75","9520.90"
"29 Jun 2017","9522.95","9575.80","9493.80","9504.10"
"28 Jun 2017","9520.20","9522.50","9474.35","9491.25"
"27 Jun 2017","9594.05","9615.40","9473.45","9511.40"
"23 Jun 2017","9643.25","9647.65","9565.30","9574.95"
"22 Jun 2017","9642.65","9698.85","9617.75","9630.00"
"21 Jun 2017","9648.10","9650.45","9608.60","9633.60"
"20 Jun 2017","9670.50","9676.50","9643.75","9653.50"
"19 Jun 2017","9626.40","9673.30","9614.90","9657.55"
"16 Jun 2017","9595.45","9615.85","9565.50","9588.05"
"15 Jun 2017","9617.90","9621.40","9560.80","9578.05"
"14 Jun 2017","9621.55","9627.40","9580.45","9618.15"
"13 Jun 2017","9615.55","9654.15","9595.40","9606.90"
"12 Jun 2017","9646.70","9647.05","9598.50","9616.40"
"09 Jun 2017","9638.55","9676.25","9608.15","9668.25"
"08 Jun 2017","9682.40","9688.70","9641.50","9647.25"
"07 Jun 2017","9663.95","9678.55","9630.55","9663.90"
"06 Jun 2017","9704.25","9709.30","9630.20","9637.15"
"05 Jun 2017","9656.30","9687.20","9640.70","9675.10"
"02 Jun 2017","9657.15","9673.50","9637.45","9653.50"
"01 Jun 2017","9603.55","9634.65","9589.90","9616.10"
"31 May 2017","9636.55","9649.60","9609.25","9621.25"
"30 May 2017","9590.65","9635.30","9581.20","9624.55"
"29 May 2017","9560.05","9637.75","9547.70","9604.90"
"26 May 2017","9507.75","9604.90","9495.40","9595.10"
"25 May 2017","9384.05","9523.30","9379.20","9509.75"
"24 May 2017","9410.90","9431.90","9341.65","9360.55"
"23 May 2017","9445.05","9448.05","9370.00","9386.15"
"22 May 2017","9480.25","9498.65","9427.90","9438.25"
"19 May 2017","9469.90","9505.75","9390.75","9427.90"
"18 May 2017","9453.20","9489.10","9418.10","9429.45"
"17 May 2017","9517.60","9532.60","9486.10","9525.75"
"16 May 2017","9461.00","9517.20","9456.35","9512.25"
"15 May 2017","9433.55","9449.25","9423.10","9445.40"
"12 May 2017","9436.65","9437.75","9372.55","9400.90"
"11 May 2017","9448.60","9450.65","9411.30","9422.40"
"10 May 2017","9339.65","9414.75","9336.00","9407.30"
"09 May 2017","9337.35","9338.95","9307.70","9316.85"
"08 May 2017","9311.45","9338.70","9297.95","9314.05"
"05 May 2017","9374.55","9377.10","9272.00","9285.30"
"04 May 2017","     9360.95","     9365.65","     9323.25","     9359.90"
"03 May 2017","     9344.70","     9346.30","     9298.40","     9311.95"
"02 May 2017","     9339.85","     9352.55","     9269.90","     9313.80"
"28 Apr 2017","     9340.95","     9342.65","     9282.25","     9304.05"
"27 Apr 2017","     9359.15","     9367.15","     9322.65","     9342.15"
"26 Apr 2017","     9336.20","     9367.00","     9301.35","     9351.85"
"25 Apr 2017","     9273.05","     9309.20","     9250.35","     9306.60"
"24 Apr 2017","     9135.35","     9225.40","     9130.55","     9217.95"
"21 Apr 2017","     9179.10","     9183.65","     9088.75","     9119.40"
"20 Apr 2017","     9108.10","     9143.90","     9102.65","     9136.40"
"19 Apr 2017","     9112.20","     9120.50","     9075.15","     9103.50"
"18 Apr 2017","     9163.00","     9217.90","     9095.45","     9105.15"
"17 Apr 2017","     9144.75","     9160.00","     9120.25","     9139.30"
"13 Apr 2017","     9202.50","     9202.65","     9144.95","     9150.80"
"12 Apr 2017","     9242.50","     9246.40","     9161.80","     9203.45"
"11 Apr 2017","     9184.55","     9242.70","     9172.85","     9237.00"
"10 Apr 2017","     9225.60","     9225.65","     9174.85","     9181.45"
"07 Apr 2017","     9223.70","     9250.50","     9188.10","     9198.30"
"06 Apr 2017","     9245.80","     9267.95","     9218.85","     9261.95"
"05 Apr 2017","     9264.40","     9273.90","     9215.40","     9265.15"
"03 Apr 2017","     9220.60","     9245.35","     9192.40","     9237.85"
"31 Mar 2017","     9158.90","     9191.70","     9152.10","     9173.75"
"30 Mar 2017","     9142.60","     9183.15","     9136.35","     9173.75"
"29 Mar 2017","     9128.70","     9153.15","     9109.10","     9143.80"
"28 Mar 2017","     9081.50","     9110.40","     9079.80","     9100.80"
"27 Mar 2017","     9093.45","     9094.85","     9024.65","     9045.20"
"24 Mar 2017","     9104.00","     9133.55","     9089.40","     9108.00"
"23 Mar 2017","     9048.75","     9099.05","     9048.60","     9086.30"
"22 Mar 2017","     9047.20","     9072.90","     9019.30","     9030.45"
"21 Mar 2017","     9133.95","     9147.75","     9087.20","     9121.50"
"20 Mar 2017","     9166.95","     9167.60","     9116.30","     9126.85"
"17 Mar 2017","     9207.80","     9218.40","     9147.60","     9160.05"
"16 Mar 2017","     9129.65","     9158.45","     9128.55","     9153.70"
"15 Mar 2017","     9086.85","     9106.55","     9075.50","     9084.80"
"14 Mar 2017","     9091.65","     9122.75","     9060.50","     9087.00"
"10 Mar 2017","     8953.70","     8975.70","     8903.95","     8934.55"
"09 Mar 2017","     8914.50","     8945.80","     8899.50","     8927.00"
"08 Mar 2017","     8950.70","     8957.05","     8891.95","     8924.30"
"07 Mar 2017","     8977.75","     8977.85","     8932.80","     8946.90"
"06 Mar 2017","     8915.10","     8967.80","     8914.00","     8963.45"
"03 Mar 2017","     8883.50","     8907.10","     8860.10","     8897.55"
"02 Mar 2017","     8982.85","     8992.50","     8879.80","     8899.75"
"01 Mar 2017","     8904.40","     8960.80","     8898.60","     8945.80"
"28 Feb 2017","     8898.95","     8914.75","     8867.60","     8879.60"
"27 Feb 2017","     8943.70","     8951.80","     8888.65","     8896.70"
"23 Feb 2017","     8956.40","     8982.15","     8927.55","     8939.50"
"22 Feb 2017","     8931.60","     8960.75","     8905.25","     8926.90"
"21 Feb 2017","     8890.75","     8920.80","     8860.95","     8907.85"
"20 Feb 2017","     8818.55","     8886.25","     8809.80","     8879.20"
"17 Feb 2017","     8883.70","     8896.45","     8804.25","     8821.70"
"16 Feb 2017","     8739.00","     8783.95","     8719.60","     8778.00"
"15 Feb 2017","     8778.95","     8807.90","     8712.85","     8724.70"
"14 Feb 2017","     8819.90","     8820.45","     8772.50","     8792.30"
"13 Feb 2017","     8819.80","     8826.90","     8754.20","     8805.05"
"10 Feb 2017","     8812.35","     8822.10","     8771.20","     8793.55"
"09 Feb 2017","     8795.55","     8821.40","     8724.10","     8778.40"
"08 Feb 2017","     8774.55","     8791.25","     8715.00","     8769.05"
"07 Feb 2017","     8805.70","     8809.30","     8741.05","     8768.30"
"06 Feb 2017","     8785.45","     8814.10","     8770.20","     8801.05"
"03 Feb 2017","     8735.15","     8748.25","     8707.75","     8740.95"
"02 Feb 2017","     8724.75","     8757.60","     8685.80","     8734.25"
"01 Feb 2017","     8570.35","     8722.40","     8537.50","     8716.40"
"31 Jan 2017","     8629.45","     8631.75","     8552.40","     8561.30"
"30 Jan 2017","     8635.55","     8662.60","     8617.75","     8632.75"
"27 Jan 2017","     8610.50","     8672.70","     8606.90","     8641.25"
"25 Jan 2017","     8499.45","     8612.60","     8493.95","     8602.75"
"24 Jan 2017","     8407.05","     8480.95","     8398.15","     8475.80"
"23 Jan 2017","     8329.60","     8404.15","     8327.20","     8391.50"
"20 Jan 2017","     8404.35","     8423.65","     8340.95","     8349.35"
"19 Jan 2017","     8418.40","     8445.15","     8404.05","     8435.10"
"18 Jan 2017","     8403.85","     8460.30","     8397.40","     8417.00"
"17 Jan 2017","     8415.05","     8440.90","     8378.30","     8398.00"
"16 Jan 2017","     8390.95","     8426.70","     8374.40","     8412.80"
"13 Jan 2017","     8457.65","     8461.05","     8373.15","     8400.35"
"12 Jan 2017","     8391.05","     8417.20","     8382.30","     8407.20"
"11 Jan 2017","     8327.80","     8389.00","     8322.25","     8380.65"
"10 Jan 2017","     8262.70","     8293.80","     8261.00","     8288.60"
"09 Jan 2017","     8259.35","     8263.00","     8227.75","     8236.05"
"06 Jan 2017","     8281.85","     8306.85","     8233.25","     8243.80"
"05 Jan 2017","     8226.65","     8282.65","     8223.70","     8273.80"
"04 Jan 2017","     8202.65","     8218.50","     8180.90","     8190.50"
"03 Jan 2017","     8196.05","     8219.10","     8148.60","     8192.25"
"02 Jan 2017","     8210.10","     8212.00","     8133.80","     8179.50"
"30 Dec 2016","     8119.65","     8197.00","     8114.75","     8185.80"
"29 Dec 2016","     8030.60","     8111.10","     8020.80","     8103.60"
"28 Dec 2016","     8047.55","     8100.55","     8028.40","     8034.85"
"27 Dec 2016","     7915.05","     8044.65","     7903.70","     8032.85"
"26 Dec 2016","     7965.10","     7970.05","     7893.80","     7908.25"
"23 Dec 2016","     7972.50","     8022.60","     7942.05","     7985.75"
"22 Dec 2016","     8043.85","     8046.45","     7964.95","     7979.10"
"21 Dec 2016","     8105.85","     8112.55","     8053.25","     8061.30"
"20 Dec 2016","     8110.60","     8124.10","     8062.75","     8082.40"
"19 Dec 2016","     8126.00","     8132.50","     8094.85","     8104.35"
"16 Dec 2016","     8178.20","     8178.70","     8127.45","     8139.45"
"15 Dec 2016","     8128.40","     8225.90","     8121.95","     8153.60"
"14 Dec 2016","     8229.35","     8229.40","     8165.10","     8182.45"
"13 Dec 2016","     8196.15","     8228.85","     8155.80","     8221.80"
"12 Dec 2016","     8230.65","     8230.65","     8154.45","     8170.80"
"09 Dec 2016","     8271.70","     8274.95","     8241.95","     8261.75"
"08 Dec 2016","     8152.10","     8256.25","     8151.75","     8246.85"
"07 Dec 2016","     8168.40","     8190.45","     8077.50","     8102.05"
"06 Dec 2016","     8153.15","     8178.70","     8130.85","     8143.15"
"05 Dec 2016","     8088.75","     8141.90","     8056.85","     8128.75"
"02 Dec 2016","     8153.55","     8159.30","     8070.05","     8086.80"
"01 Dec 2016","     8244.00","     8250.80","     8185.05","     8192.90"
"30 Nov 2016","     8172.15","     8234.25","     8139.25","     8224.50"
"29 Nov 2016","     8131.55","     8197.35","     8128.70","     8142.15"
"28 Nov 2016","     8080.65","     8146.50","     8066.50","     8126.90"
"25 Nov 2016","     8007.95","     8122.25","     7976.75","     8114.30"
"24 Nov 2016","     8011.80","     8024.85","     7952.55","     7965.50"
"23 Nov 2016","     8051.20","     8055.20","     7973.10","     8033.30"
"22 Nov 2016","     7989.15","     8019.05","     7938.15","     8002.30"
"21 Nov 2016","     8102.10","     8102.45","     7916.40","     7929.10"
"18 Nov 2016","     8097.55","     8128.95","     8048.30","     8074.10"
"17 Nov 2016","     8105.10","     8151.25","     8060.30","     8079.95"
"16 Nov 2016","     8205.65","     8210.05","     8089.40","     8111.60"
"15 Nov 2016","     8284.85","     8288.55","     8093.20","     8108.45"
"11 Nov 2016","     8456.65","     8460.60","     8284.95","     8296.30"
"10 Nov 2016","     8555.60","     8598.45","     8510.70","     8525.75"
"09 Nov 2016","     8067.50","     8476.20","     8002.25","     8432.00"
"08 Nov 2016","     8540.00","     8559.40","     8480.10","     8543.55"
"07 Nov 2016","     8535.75","     8535.85","     8481.45","     8497.05"
"04 Nov 2016","     8503.60","     8504.00","     8400.25","     8433.75"
"03 Nov 2016","     8499.85","     8537.65","     8476.15","     8484.95"
"02 Nov 2016","     8542.80","     8549.50","     8504.85","     8514.00"
"01 Nov 2016","     8653.15","     8669.60","     8614.50","     8626.25"
"30 Oct 2016","     8672.35","     8678.25","     8616.25","     8625.70"
"28 Oct 2016","     8625.00","     8653.75","     8581.75","     8638.00"
"27 Oct 2016","     8607.10","     8624.85","     8550.25","     8615.25"
"26 Oct 2016","     8657.30","     8657.30","     8596.60","     8615.25"
"25 Oct 2016","     8721.70","     8722.65","     8663.45","     8691.30"
"24 Oct 2016","     8709.85","     8736.95","     8684.15","     8708.95"
"21 Oct 2016","     8708.60","     8709.10","     8652.05","     8693.05"
"20 Oct 2016","     8693.35","     8727.00","     8678.30","     8699.40"
"19 Oct 2016","     8697.50","     8698.75","     8636.70","     8659.10"
"18 Oct 2016","     8556.05","     8685.10","     8555.90","     8677.90"
"17 Oct 2016","     8612.95","     8615.40","     8506.15","     8520.40"
"14 Oct 2016","     8594.00","     8604.45","     8549.80","     8583.40"
"13 Oct 2016","     8671.50","     8681.55","     8541.35","     8573.35"
"10 Oct 2016","     8735.35","     8745.80","     8703.95","     8708.80"
"07 Oct 2016","     8721.70","     8723.70","     8663.80","     8697.60"
"06 Oct 2016","     8768.70","     8781.15","     8684.65","     8709.55"
"05 Oct 2016","     8806.35","     8806.95","     8731.40","     8743.95"
"04 Oct 2016","     8770.00","     8783.65","     8736.10","     8769.15"
"03 Oct 2016","     8666.15","     8745.20","     8635.00","     8738.10"
"30 Sep 2016","     8581.50","     8637.15","     8555.20","     8611.15"
"29 Sep 2016","     8792.70","     8800.65","     8558.25","     8591.25"
"28 Sep 2016","     8711.20","     8767.05","     8703.15","     8745.15"
"27 Sep 2016","     8748.90","     8768.50","     8690.50","     8706.40"
"26 Sep 2016","     8807.90","     8809.55","     8715.10","     8723.05"
"23 Sep 2016","     8880.75","     8885.20","     8820.30","     8831.55"
"22 Sep 2016","     8873.35","     8893.35","     8837.80","     8867.45"
"21 Sep 2016","     8790.30","     8826.85","     8757.30","     8777.15"
"20 Sep 2016","     8816.10","     8816.45","     8759.30","     8775.90"
"19 Sep 2016","     8788.45","     8824.30","     8774.20","     8808.40"
"16 Sep 2016","     8780.85","     8847.65","     8750.50","     8779.85"
"15 Sep 2016","     8743.85","     8751.95","     8704.35","     8742.55"
"14 Sep 2016","     8710.65","     8739.85","     8688.90","     8726.60"
"12 Sep 2016","     8732.95","     8746.95","     8699.40","     8715.60"
"09 Sep 2016","     8934.30","     8939.15","     8858.70","     8866.70"
"08 Sep 2016","     8915.50","     8960.35","     8896.00","     8952.50"
"07 Sep 2016","     8968.70","     8968.70","     8913.35","     8917.95"
"06 Sep 2016","     8852.70","     8950.85","     8848.45","     8943.00"
"02 Sep 2016","     8796.35","     8824.10","     8768.20","     8809.65"
"01 Sep 2016","     8793.60","     8813.25","     8759.95","     8774.65"
"31 Aug 2016","     8754.05","     8819.20","     8754.05","     8786.20"
"30 Aug 2016","     8646.75","     8750.60","     8642.25","     8744.35"
"29 Aug 2016","     8583.75","     8622.00","     8543.75","     8607.45"
"26 Aug 2016","     8614.35","     8622.95","     8547.55","     8572.55"
"25 Aug 2016","     8668.85","     8683.05","     8583.65","     8592.20"
"24 Aug 2016","     8648.50","     8661.05","     8620.90","     8650.30"
"23 Aug 2016","     8628.35","     8642.15","     8580.00","     8632.60"
"22 Aug 2016","     8667.00","     8684.85","     8614.00","     8629.15"
"19 Aug 2016","     8694.30","     8696.60","     8647.10","     8666.90"
"18 Aug 2016","     8648.85","     8690.70","     8645.05","     8673.25"
"17 Aug 2016","     8639.80","     8667.10","     8603.60","     8624.05"
"16 Aug 2016","     8670.25","     8682.35","     8600.45","     8642.55"
"12 Aug 2016","     8605.45","     8684.30","     8604.45","     8672.15"
"11 Aug 2016","     8572.80","     8601.15","     8540.05","     8592.15"
"10 Aug 2016","     8686.70","     8690.10","     8564.60","     8575.30"
"09 Aug 2016","     8727.80","     8728.35","     8638.20","     8678.25"
"08 Aug 2016","     8712.85","     8723.50","     8697.60","     8711.35"
"05 Aug 2016","     8600.20","     8689.40","     8590.15","     8683.15"
"04 Aug 2016","     8599.95","     8601.40","     8518.15","     8551.10"
"03 Aug 2016","     8635.20","     8635.45","     8529.60","     8544.85"
"02 Aug 2016","     8647.45","     8687.20","     8611.40","     8622.90"
"01 Aug 2016","     8654.30","     8711.30","     8590.50","     8636.55"
"29 Jul 2016","     8668.30","     8670.35","     8631.15","     8638.50"
"28 Jul 2016","     8636.95","     8674.70","     8625.25","     8666.30"
"27 Jul 2016","     8599.40","     8665.00","     8572.05","     8615.80"
"26 Jul 2016","     8633.75","     8644.90","     8577.15","     8590.65"
"25 Jul 2016","     8519.95","     8641.15","     8517.20","     8635.65"
